pdf_name,Continent,background,humans,nature,language,photo,busy,logo,graphic,Name,Size,Sector,Country,Country Status,Region,Date Added,Title,Publication Year,Type,Report Pdf Address,Report Html Address,Adherence Level,Status,Application Level,Sector Supplements (Final),GRI Content Index URL,Integrated,Organization type,Listed/Non-listed,OECD,UNGC,CDP,IFC,ISO,External Assurance,Type of Assurance Provider,Assurance Provider,Stakeholder Panel/ Expert Opinion,Assurance Scope,Level of Assurance,Assurance Standard: AA1000 AS,Assurance Stanadard: ISAE3000,Assurance Standard: national (general),Assurance Standard: national (sustainability),Materiality Matters Check,GRI Service,Featured Report?,OS,GOLD Community,SDGs
CameoCommunications,Inc._2017.pdf,Asia,green,0,TRUE,Others,FALSE,Not Busy,TRUE,TRUE,Cameo Communications, Inc.,Large,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,8-3-2018,2016 Corporate Social Responsibility Report (Traditional Chinese Version),2017,GRI - G4,http://www.cameo.com.tw/wp-content/uploads/2017/11/CSR%E5%9F%BA%E7%A4%8E%E5%A0%B1%E5%91%8A%E6%8F%AD%E9%9C%B2_105%E5%B9%B4%E5%BA%A6.pdf,http://www.cameo.com.tw/home/company/#csr,Undeclared,NA,NA,Not Applicable,NA,No,Private company,Listed,No,No,Yes,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,No
ChangyuanGroup_2013.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,FALSE,Changyuan Group,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,11-1-2017,Social Responsibility Report 2012,2013,Non - GRI,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2013-03-15/600525_20130316_10.pdf,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2013-03-15/600525_20130316_10.pdf,NA,NA,NA,NA,NA,NA,Private company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChangyuanGroup_2014.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,FALSE,Changyuan Group,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,11-1-2017,Social Responsibility Report 2013,2014,Non - GRI,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2014-03-21/600525_20140322_16.pdf,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2014-03-21/600525_20140322_16.pdf,NA,NA,NA,NA,NA,NA,Private company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChangyuanGroup_2016.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,FALSE,Changyuan Group,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,8-9-2016,Changyuan Group Ltd. Corporate Social Responsibility,2016,Non - GRI,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2016-04-09/600525_20160409_24.pdf,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2016-04-09/600525_20160409_24.pdf,NA,NA,NA,NA,NA,NA,Private company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,NA
ChangyuanGroup_2017.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,FALSE,Changyuan Group,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,7-5-2017,Social Responsibility Report 2016,2017,Non - GRI,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2017-03-14/600525_20170314_24.pdf,NA,NA,NA,NA,NA,NA,No,Private company,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,No
ChinaMobile_2013.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,FALSE,TRUE,China Mobile,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,11-6-2014,Sustainability Report 2012,2013,GRI - G3.1,http://www.chinamobileltd.com/en/ir/reports/ar2012/sd2012.pdf,NA,Undeclared,NA,NA,Not Applicable,NA,No,State-owned company,Listed,No,Yes,No,No,Yes,Yes,Accountant,PricewaterhouseCoopers,No,Specified section(s),Limited/ Moderate,No,Yes,No,No,NA,NA,NA,NA,NA,NA
ChinaMobile_2014.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,FALSE,TRUE,China Mobile,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,11-6-2014,2013 Sustainability Report,2014,GRI - G4,http://www.chinamobileltd.com/en/ir/reports/ar2013/sd2013.pdf,NA,Undeclared,NA,NA,Not Applicable,NA,No,State-owned company,Listed,No,Yes,Yes,No,Yes,Yes,Accountant,PricewaterhouseCoopers,No,Specified section(s),Limited/ Moderate,No,Yes,No,No,NA,NA,NA,NA,NA,NA
ChinaMobile_2016.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,TRUE,China Mobile,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,12-7-2016,2015 Sustainability Report,2016,GRI - G4,http://10086.cn/download/csrreport/cmcc_2015_csr_report_full_cn.pdf,NA,Undeclared,NA,NA,Not Applicable,NA,No,State-owned company,Listed,No,No,No,No,No,Yes,Accountant,Ernst & Young,Yes,Entire sustainability report,Not specified,No,No,No,No,NA,NA,No,NA,Yes,No
ChinaMobileGroupGuizhouCompany_2014.pdf,Asia,white,1,FALSE,Others,TRUE,Not Busy,FALSE,FALSE,China Mobile Group Guizhou Company,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,26-1-2015,Sustainability Report 2013,2014,Citing-GRI,http://www.sustainabilityreport.cn/Uploads/Reports/%7BAF74C522-A3D7-4B02-9126-8C747064D1D2%7D_guizhouyidong.pdf,NA,NA,NA,NA,NA,NA,No,State-owned company,Non-listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChinaTelecom_2007.pdf,Asia,blue,1,TRUE,English,TRUE,Somewhat Busy,TRUE,TRUE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,14-11-2015,Annual Report 2006,2007,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2006.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChinaTelecom_2008.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,TRUE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,13-11-2015,Annual Report 2007,2008,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2007.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChinaTelecom_2009.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,TRUE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,13-11-2015,Annual Report 2008,2009,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2008.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChinaTelecom_2010.pdf,Asia,white,0,TRUE,English,TRUE,Somewhat Busy,TRUE,FALSE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,13-11-2015,Annual Report 2009,2010,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2009.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChinaTelecom_2011.pdf,Asia,green,0,TRUE,English,TRUE,Not Busy,FALSE,FALSE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,13-11-2015,Annual Report 2010,2011,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2010.pdf,NA,NA,NA,NA,NA,NA,NA,State-owned company,Listed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChinaTelecom_2012.pdf,Asia,blue,0,FALSE,English,TRUE,Somewhat Busy,TRUE,FALSE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,13-11-2015,Annual Report 2011,2012,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2011.pdf,NA,NA,NA,NA,NA,NA,NA,State-owned company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChinaTelecom_2013.pdf,Asia,white,0,TRUE,English,TRUE,Not Busy,TRUE,FALSE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,13-11-2015,Annual Report 2012,2013,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2012.pdf,NA,NA,NA,NA,NA,NA,NA,State-owned company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChinaTelecom_2014.pdf,Asia,orange,1,TRUE,English,TRUE,Somewhat Busy,TRUE,FALSE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,3-3-2015,Annual Report 2013,2014,Non - GRI,http://ar2013.chinatelecom-h.com/china_telecom/annual/2013/gb/English/pdf/China_Telecom_Annual_Report_2013.pdf,NA,NA,NA,NA,NA,NA,NA,State-owned company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChinaTelecom_2016.pdf,Asia,blue,0,TRUE,English,TRUE,Somewhat Busy,TRUE,FALSE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,11-10-2016,Annual Report 2015,2016,Non - GRI,http://www.chinatelecom-h.com/en/ir/report/annual2015.pdf,NA,NA,NA,NA,NA,NA,Yes,State-owned company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,NA
ChinaTelecom_2017.pdf,Asia,white,1,FALSE,English,TRUE,Not Busy,TRUE,FALSE,China Telecom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,19-2-2018,Annual Report 2016,2017,Non - GRI,http://www.hkexnews.hk/listedco/listconews/SEHK/2017/0406/LTN20170406631.pdf,NA,NA,NA,NA,NA,NA,NA,State-owned company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,Yes,Yes,NA,NA,No,NA,No,NA
ChinaUnicom_2012.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,TRUE,FALSE,China Unicom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,11-8-2016,Corporate Social Responsibility Report 2011,2012,GRI - G3,http://pdf.dfcfw.com/pdf/H2_AN201203280005072356_1.pdf,NA,NA,NA,Undeclared,Electric Utilities,NA,No,State-owned company,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChinaUnicom_2017.pdf,Asia,white,9,TRUE,Others,FALSE,Not Busy,TRUE,TRUE,China Unicom,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,27-11-2017,CSR Report 2016,2017,Non - GRI,http://www.chinaunicom.com.cn/duty/doc/2016/%E4%B8%AD%E5%9B%BD%E8%81%94%E9%80%9A2016%E5%B9%B4%E7%A4%BE%E4%BC%9A%E8%B4%A3%E4%BB%BB%E6%8A%A5%E5%91%8A%EF%BC%88%E9%9B%86%E5%9B%A2%E5%85%AC%E5%8F%B8%EF%BC%89.pdf,http://www.chinaunicom.com.cn/duty/duty.html,NA,NA,NA,NA,NA,NA,State-owned company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,NA
ChinaUnicomHongKong_2017.pdf,Asia,white,4,TRUE,English,FALSE,Somewhat Busy,TRUE,TRUE,China Unicom Hong Kong,MNE,Telecommunications,Hong Kong,Non-OECD / Non-DAC,Asia,1-8-2017,Corporate Social Responsibility Report 2016,2017,Citing-GRI,http://www.hkexnews.hk/listedco/listconews/SEHK/2017/0630/LTN20170630824.pdf,NA,NA,NA,NA,NA,NA,NA,Private company,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,NA
ChinaUnitedNetworkCommunicationsGroup_2013.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,FALSE,China United Network Communications Group,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,26-8-2013,2012 Corporate Social Responsibility Report,2013,Citing-GRI,http://www.sustainabilityreport.cn/Uploads/Reports/%7B0531DE5F-2E17-43D0-9D1F-51111E85F286%7D_zhongguoliantong.pdf,NA,NA,NA,NA,NA,NA,No,State-owned company,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChinaUnitedNetworkCommunicationsGroup_2014.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,FALSE,China United Network Communications Group,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,29-4-2014,China United Network Communications Group Cororate Social Responsibility Report 2013,2014,Citing-GRI,http://www.sustainabilityreport.cn/Uploads/Reports/%7BE15A00EB-3742-461C-939E-CFE0A1BEF9A9%7D_zhongguoliantong.pdf,NA,NA,NA,NA,NA,NA,No,State-owned company,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
ChinaUnitedNetworkCommunicationsGroup_2017.pdf,Asia,white,9,TRUE,Others,FALSE,Somewhat Busy,TRUE,TRUE,China United Network Communications Group,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,5-6-2017,Social Responsibility Report 2016,2017,Citing-GRI,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2017-03-16/600050_20170316_11.pdf,NA,NA,NA,NA,NA,NA,No,State-owned company,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,No
ChunghwaTelecom(CHT)_2008.pdf,Asia,orange,0,FALSE,English,FALSE,Somewhat Busy,TRUE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,4-8-2009,2007 CSR Report,2008,GRI - G3,http://www.cht.com.tw/en/csr/upload/files/1CHT_CSR_report_2007_final.pdf,NA,B,GRI-checked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChunghwaTelecom(CHT)_2009.pdf,Asia,blue,5,TRUE,English,TRUE,Somewhat Busy,TRUE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,22-10-2009,CSR Report 2008,2009,GRI - G3,http://www.cht.com.tw/en/csr/upload/files/CHT_CSR_report_2008_final.pdf,http://www.cht.com.tw/CHTFinalE/Web/AboutUS.php?CatID=171,NA,GRI-checked,A+,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChunghwaTelecom(CHT)_2011.pdf,Asia,white,0,FALSE,English,FALSE,Somewhat Busy,TRUE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,25-2-2015,2010 CSR Report,2011,GRI - G3,http://www.cht.com.tw/en/csr/rpt_down/upload/files/2010CHTCSRReport.pdf,NA,NA,Self-declared,A+,Media,NA,No,Private company,Listed,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ChunghwaTelecom(CHT)_2012.pdf,Asia,blue,0,TRUE,English,TRUE,Somewhat Busy,TRUE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,25-2-2015,2011 CSR Report,2012,GRI - G3.1,http://www.cht.com.tw/en/csr/rpt_down/upload/files/2011_Corporate_Social_Responsibility_Report_All.pdf,NA,NA,Self-declared,A+,Media,NA,No,Private company,Listed,No,Yes,Yes,No,No,Yes,Engineering firm,SGS,No,Entire sustainability report,Reasonable/ High,Yes,No,No,No,NA,NA,NA,NA,NA,NA
ChunghwaTelecom(CHT)_2013.pdf,Asia,white,5,FALSE,English,FALSE,Somewhat Busy,TRUE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,25-2-2015,Corporate Social Responsibility Report 2012,2013,GRI - G3.1,http://www.cht.com.tw/en/csr/rpt_down/upload/files/2012_CHT_CSR_EG.pdf,NA,A+,Self-declared,NA,Media,NA,No,Private company,Listed,No,Yes,Yes,No,No,Yes,Engineering firm,SGS,No,Entire sustainability report,Reasonable/ High,Yes,No,No,No,NA,NA,NA,NA,NA,NA
ChunghwaTelecom(CHT)_2014.pdf,Asia,green,1,TRUE,English,TRUE,Very Busy,TRUE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,25-2-2015,CSR Report 2013,2014,GRI - G4,http://www.cht.com.tw/en/csr/rpt_down/upload/files/2013_CHT_CSRReport_English.pdf,NA,In accordance - Comprehensive,NA,NA,Not Applicable,NA,No,Private company,Listed,No,Yes,Yes,No,Yes,Yes,Engineering firm,SGS,No,Entire sustainability report,Reasonable/ High,Yes,No,No,No,NA,NA,NA,NA,NA,NA
ChunghwaTelecom(CHT)_2015.pdf,Asia,white,0,TRUE,English,FALSE,Somewhat Busy,FALSE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,13-4-2016,Chunghwa Telecom 2014 Corporate Social Responsibility Report,2015,GRI - G4,http://www.cht.com.tw/en/csr/rpt_down/upload/files/2014_CHT_CSRReport_English.pdf,http://www.cht.com.tw/,In accordance - Comprehensive,NA,NA,Not Applicable,NA,No,Private company,Listed,No,No,No,No,No,Yes,Engineering firm,SGS,No,Entire sustainability report,Reasonable/ High,Yes,No,No,No,NA,NA,No,No,NA,NA
ChunghwaTelecom(CHT)_2016.pdf,Asia,blue,30,TRUE,English,FALSE,Very Busy,FALSE,TRUE,Chunghwa Telecom (CHT),MNE,Telecommunications,Taiwan,Non-OECD / Non-DAC,Asia,18-9-2016,2015 CSR Report,2016,GRI - G4,http://www.cht.com.tw/csr/rpt_down/upload/files/12015_ch_Cht_CSR_Report.pdf,http://www.cht.com.tw/csr/rpt_down/anr-2015.html,In accordance - Comprehensive,NA,NA,Not Applicable,NA,No,Private company,Listed,No,No,No,No,No,Yes,Engineering firm,SGS,Yes,Entire sustainability report,Reasonable/ High,No,No,No,No,NA,NA,No,NA,No,No
CITICGuoan Information Industry_2016.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,TRUE,FALSE,CITIC Guoan Information Industry,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,29-9-2016,Social Responsibility Report 2015,2016,Non - GRI,http://pdf.dfcfw.com/pdf/H2_AN201603220014022154_01.pdf,http://pdf.dfcfw.com/pdf/H2_AN201603220014022154_01.pdf,NA,NA,NA,NA,NA,NA,Subsidiary,Listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,NA
CITICGuoan Information Industry_2017.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,TRUE,FALSE,CITIC Guoan Information Industry,Large,Telecommunications,Mainland China,DAC-UMICT,Asia,6-6-2017,Social Responsibility Report 2016,2017,Non - GRI,http://pdf.dfcfw.com/pdf/H2_AN201703170415124487_01.pdf,NA,NA,NA,NA,NA,NA,No,Subsidiary,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,No
ConvergeNet_2014.pdf,Africa,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,ConvergeNet,Large,Telecommunications,South Africa,DAC-UMICT,Africa,16-6-2015,Integrated Annual Report 2014,2014,Non - GRI,http://www.stellarcapitalpartners.co.za/wp-content/uploads/2015/05/2014-Integrated-Annual-Report2.pdf,NA,NA,NA,NA,NA,NA,No,Private company,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
CosmoteMobileTelecommunicationsS.A._2014.pdf,Europe,white,10,TRUE,English,TRUE,Very Busy,TRUE,TRUE,Cosmote Mobile Telecommunications S.A.,Large,Telecommunications,Greece,OECD,Europe,27-11-2014,OTE & COSMOTE Corporate Responsibility Report 2013,2014,GRI - G3.1,http://globalsustain.org/files/interactive_report.pdf,https://www.ote.gr/en/web/guest/corporate,A+,GRI-checked,NA,Not Applicable,NA,No,Subsidiary,Non-listed,No,Yes,No,No,No,Yes,Accountant,Deloitte,No,Specified section(s),Limited/ Moderate,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA
CosmoteMobileTelecommunicationsS.A._2015.pdf,Europe,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,Cosmote Mobile Telecommunications S.A.,Large,Telecommunications,Greece,OECD,Europe,9-11-2015,O<U+03A4><U+0395> and COSMOTE 2014 Sustainability Report,2015,GRI - G3.1,https://www.cosmote.gr/mobile/content/en/attached_files/Company/apologimos-2014-OTE-COSMOTE-English-Report.pdf,https://www.cosmote.gr/mobile/cosmoportal/cosmote.portal?_nfpb=true&_pageLabel=T37&catName=Corporate_Responsibility&loc=en_US&cat=Corporate_Responsibility,A+,Third-party-checked,NA,Not Applicable,NA,No,Subsidiary,Non-listed,No,Yes,Yes,No,No,Yes,Accountant,Deloitte,No,Specified section(s),Limited/ Moderate,Yes,Yes,No,No,NA,NA,No,No,NA,NA
CSLoxinfo_2016.pdf,Asia,white,0,FALSE,Others,FALSE,Not Busy,FALSE,TRUE,CS Loxinfo,Large,Telecommunications,Thailand,DAC-UMICT,Asia,26-1-2017,Sustainability Report 2015,2016,GRI - G4,http://www.csloxinfo.com/download/2015/CSLOXINFOSustainabilityReport2015_EN.pdf,NA,In accordance - Core,NA,NA,Not Applicable,NA,No,Private company,Listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,No
CVTelekom_2016.pdf,Africa,blue,25,FALSE,Others,TRUE,Very Busy,FALSE,FALSE,CV Telekom,Large,Telecommunications,Cape Verde,DAC-LMICT,Africa,7-2-2017,RELATÓRIO DE SUSTENTABILIDADE 2015,2016,GRI - G4,http://www.grupocvt.com.cv/sites/default/files/Relat%C3%B3rio%20de%20Sustentabilidade%202015.pdf,NA,Undeclared,NA,NA,Not Applicable,NA,No,Private company,Non-listed,No,Yes,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,No
CVTelekom_2017.pdf,Africa,white,0,FALSE,Others,TRUE,Somewhat Busy,TRUE,TRUE,CV Telekom,Large,Telecommunications,Cape Verde,DAC-LMICT,Africa,19-1-2018,Relatório de Sustentabilidade da CVT 2016,2017,Non - GRI,http://www.grupocvt.com.cv/sites/default/files/RS%20CVT%202016.pdf,NA,NA,NA,NA,NA,NA,NA,Private company,Non-listed,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,NA
CYTA_2009.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,TRUE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2008,2009,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2008_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYTA_2010.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2009,2010,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2009_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYTA_2011.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2010,2011,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2010_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,No,State-owned company,Non-listed,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYTA_2012.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2011,2012,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2011_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,No,State-owned company,Non-listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
CYTA_2013.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2012,2013,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2012_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,No,State-owned company,Non-listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
CYTA_2014.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2013,2014,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2013_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,No,State-owned company,Non-listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA
CYTA_2015.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,TRUE,FALSE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2014,2015,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2014_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,No,State-owned company,Non-listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,No,NA,NA
CYTA_2016.pdf,Asia,white,0,FALSE,English,FALSE,Not Busy,FALSE,FALSE,CYTA,Large,Telecommunications,Cyprus,Non-OECD / Non-DAC,Asia,26-9-2017,Annual Report 2015,2016,Non - GRI,https://www.cyta.com.cy/mp/informational/cyta_htmlPages/media_center/annualreports/docs/Annual_Report_2015_en.pdf,https://www.cyta.com.cy/id/e281/en,NA,NA,NA,NA,NA,No,State-owned company,Non-listed,No,No,No,No,No,No,NA,NA,No,NA,NA,No,No,No,No,NA,NA,No,NA,No,No
